rowId,family,status,ordinaryOrMeta,bucket,likelyOwningTask,representativeAssetOrRule,notes,sourceRcid,sourceLookupId,geometryType,tableName,ruleId,reasons
DAYMAR|Point|Paper|2110|30334,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP16,only remaining degraded reason is missing repository-owned harness/reference evidence,30334,2110,Point,Paper,s52_point_daymar_paper_rcid_30334,scene_harness_not_covered
DAYMAR|Point|Paper|2111|30335,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP20,only remaining degraded reason is missing repository-owned harness/reference evidence,30335,2111,Point,Paper,s52_point_daymar_paper_rcid_30335,scene_harness_not_covered
DAYMAR|Point|Paper|2115|30336,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP55,only remaining degraded reason is missing repository-owned harness/reference evidence,30336,2115,Point,Paper,s52_point_daymar_paper_rcid_30336,scene_harness_not_covered
DAYMAR|Point|Paper|2117|30337,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP28,only remaining degraded reason is missing repository-owned harness/reference evidence,30337,2117,Point,Paper,s52_point_daymar_paper_rcid_30337,scene_harness_not_covered
DAYMAR|Point|Paper|2119|30338,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP47,only remaining degraded reason is missing repository-owned harness/reference evidence,30338,2119,Point,Paper,s52_point_daymar_paper_rcid_30338,scene_harness_not_covered
DAYMAR|Point|Paper|2120|30339,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP48,only remaining degraded reason is missing repository-owned harness/reference evidence,30339,2120,Point,Paper,s52_point_daymar_paper_rcid_30339,scene_harness_not_covered
DAYMAR|Point|Paper|2121|30340,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP20,only remaining degraded reason is missing repository-owned harness/reference evidence,30340,2121,Point,Paper,s52_point_daymar_paper_rcid_30340,scene_harness_not_covered
DAYMAR|Point|Paper|2122|30341,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP55,only remaining degraded reason is missing repository-owned harness/reference evidence,30341,2122,Point,Paper,s52_point_daymar_paper_rcid_30341,scene_harness_not_covered
DAYMAR|Point|Paper|2123|30342,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP36,only remaining degraded reason is missing repository-owned harness/reference evidence,30342,2123,Point,Paper,s52_point_daymar_paper_rcid_30342,scene_harness_not_covered
DAYMAR|Point|Paper|2129|30343,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP22,only remaining degraded reason is missing repository-owned harness/reference evidence,30343,2129,Point,Paper,s52_point_daymar_paper_rcid_30343,scene_harness_not_covered
DAYMAR|Point|Paper|2130|30344,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP24,only remaining degraded reason is missing repository-owned harness/reference evidence,30344,2130,Point,Paper,s52_point_daymar_paper_rcid_30344,scene_harness_not_covered
DAYMAR|Point|Paper|2131|30345,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP35,only remaining degraded reason is missing repository-owned harness/reference evidence,30345,2131,Point,Paper,s52_point_daymar_paper_rcid_30345,scene_harness_not_covered
DAYMAR|Point|Paper|2134|30346,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP95,only remaining degraded reason is missing repository-owned harness/reference evidence,30346,2134,Point,Paper,s52_point_daymar_paper_rcid_30346,scene_harness_not_covered
DAYMAR|Point|Paper|2136|30347,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP12,only remaining degraded reason is missing repository-owned harness/reference evidence,30347,2136,Point,Paper,s52_point_daymar_paper_rcid_30347,scene_harness_not_covered
DAYMAR|Point|Paper|2137|30348,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA102,only remaining degraded reason is missing repository-owned harness/reference evidence,30348,2137,Point,Paper,s52_point_daymar_paper_rcid_30348,scene_harness_not_covered
DAYMAR|Point|Paper|2138|30349,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP10,only remaining degraded reason is missing repository-owned harness/reference evidence,30349,2138,Point,Paper,s52_point_daymar_paper_rcid_30349,scene_harness_not_covered
DAYMAR|Point|Paper|2157|30354,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ25,only remaining degraded reason is missing repository-owned harness/reference evidence,30354,2157,Point,Paper,s52_point_daymar_paper_rcid_30354,scene_harness_not_covered
DAYMAR|Point|Paper|2175|30355,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,DAYSQR21,only remaining degraded reason is missing repository-owned harness/reference evidence,30355,2175,Point,Paper,s52_point_daymar_paper_rcid_30355,scene_harness_not_covered
DAYMAR|Point|Paper|2991|3063008,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA109,only remaining degraded reason is missing repository-owned harness/reference evidence,3063008,2991,Point,Paper,s52_point_daymar_paper_rcid_3063008,scene_harness_not_covered
DAYMAR|Point|Paper|2992|3063009,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA113,only remaining degraded reason is missing repository-owned harness/reference evidence,3063009,2992,Point,Paper,s52_point_daymar_paper_rcid_3063009,scene_harness_not_covered
DAYMAR|Point|Paper|2993|3063010,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA111,only remaining degraded reason is missing repository-owned harness/reference evidence,3063010,2993,Point,Paper,s52_point_daymar_paper_rcid_3063010,scene_harness_not_covered
DAYMAR|Point|Paper|2994|3063011,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA100,only remaining degraded reason is missing repository-owned harness/reference evidence,3063011,2994,Point,Paper,s52_point_daymar_paper_rcid_3063011,scene_harness_not_covered
DAYMAR|Point|Paper|2995|3063012,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA102,only remaining degraded reason is missing repository-owned harness/reference evidence,3063012,2995,Point,Paper,s52_point_daymar_paper_rcid_3063012,scene_harness_not_covered
DAYMAR|Point|Paper|3003|3063020,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP83,only remaining degraded reason is missing repository-owned harness/reference evidence,3063020,3003,Point,Paper,s52_point_daymar_paper_rcid_3063020,scene_harness_not_covered
DAYMAR|Point|Paper|3004|3063021,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPI2,only remaining degraded reason is missing repository-owned harness/reference evidence,3063021,3004,Point,Paper,s52_point_daymar_paper_rcid_3063021,scene_harness_not_covered
DAYMAR|Point|Paper|2094|93734,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP85,only remaining degraded reason is missing repository-owned harness/reference evidence,93734,2094,Point,Paper,s52_point_daymar_paper_rcid_93734,scene_harness_not_covered
DAYMAR|Point|Paper|2074|93735,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP84,only remaining degraded reason is missing repository-owned harness/reference evidence,93735,2074,Point,Paper,s52_point_daymar_paper_rcid_93735,scene_harness_not_covered
DAYMAR|Point|Paper|2044|93736,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP90,only remaining degraded reason is missing repository-owned harness/reference evidence,93736,2044,Point,Paper,s52_point_daymar_paper_rcid_93736,scene_harness_not_covered
DAYMAR|Point|Paper|2033|93737,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP77,only remaining degraded reason is missing repository-owned harness/reference evidence,93737,2033,Point,Paper,s52_point_daymar_paper_rcid_93737,scene_harness_not_covered
DAYMAR|Point|Paper|2100|93738,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP99,only remaining degraded reason is missing repository-owned harness/reference evidence,93738,2100,Point,Paper,s52_point_daymar_paper_rcid_93738,scene_harness_not_covered
DAYMAR|Point|Paper|2085|93739,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP69,only remaining degraded reason is missing repository-owned harness/reference evidence,93739,2085,Point,Paper,s52_point_daymar_paper_rcid_93739,scene_harness_not_covered
DAYMAR|Point|Paper|2068|93740,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP62,only remaining degraded reason is missing repository-owned harness/reference evidence,93740,2068,Point,Paper,s52_point_daymar_paper_rcid_93740,scene_harness_not_covered
DAYMAR|Point|Paper|2092|93741,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP48,only remaining degraded reason is missing repository-owned harness/reference evidence,93741,2092,Point,Paper,s52_point_daymar_paper_rcid_93741,scene_harness_not_covered
DAYMAR|Point|Paper|2099|93742,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPB0,only remaining degraded reason is missing repository-owned harness/reference evidence,93742,2099,Point,Paper,s52_point_daymar_paper_rcid_93742,scene_harness_not_covered
DAYMAR|Point|Paper|2132|93743,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP83,only remaining degraded reason is missing repository-owned harness/reference evidence,93743,2132,Point,Paper,s52_point_daymar_paper_rcid_93743,scene_harness_not_covered
DAYMAR|Point|Paper|2083|93744,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP65,only remaining degraded reason is missing repository-owned harness/reference evidence,93744,2083,Point,Paper,s52_point_daymar_paper_rcid_93744,scene_harness_not_covered
DAYMAR|Point|Paper|2059|93745,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA1,only remaining degraded reason is missing repository-owned harness/reference evidence,93745,2059,Point,Paper,s52_point_daymar_paper_rcid_93745,scene_harness_not_covered
DAYMAR|Point|Paper|2069|93746,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP61,only remaining degraded reason is missing repository-owned harness/reference evidence,93746,2069,Point,Paper,s52_point_daymar_paper_rcid_93746,scene_harness_not_covered
DAYMAR|Point|Paper|2133|93747,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP82,only remaining degraded reason is missing repository-owned harness/reference evidence,93747,2133,Point,Paper,s52_point_daymar_paper_rcid_93747,scene_harness_not_covered
DAYMAR|Point|Paper|2078|93748,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP01,only remaining degraded reason is missing repository-owned harness/reference evidence,93748,2078,Point,Paper,s52_point_daymar_paper_rcid_93748,scene_harness_not_covered
DAYMAR|Point|Paper|2077|93749,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP03,only remaining degraded reason is missing repository-owned harness/reference evidence,93749,2077,Point,Paper,s52_point_daymar_paper_rcid_93749,scene_harness_not_covered
DAYMAR|Point|Paper|2109|93750,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP02,only remaining degraded reason is missing repository-owned harness/reference evidence,93750,2109,Point,Paper,s52_point_daymar_paper_rcid_93750,scene_harness_not_covered
DAYMAR|Point|Paper|2108|93751,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP04,only remaining degraded reason is missing repository-owned harness/reference evidence,93751,2108,Point,Paper,s52_point_daymar_paper_rcid_93751,scene_harness_not_covered
DAYMAR|Point|Paper|2105|93752,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA2,only remaining degraded reason is missing repository-owned harness/reference evidence,93752,2105,Point,Paper,s52_point_daymar_paper_rcid_93752,scene_harness_not_covered
DAYMAR|Point|Paper|2062|93753,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA3,only remaining degraded reason is missing repository-owned harness/reference evidence,93753,2062,Point,Paper,s52_point_daymar_paper_rcid_93753,scene_harness_not_covered
DAYMAR|Point|Paper|2088|93754,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP32,only remaining degraded reason is missing repository-owned harness/reference evidence,93754,2088,Point,Paper,s52_point_daymar_paper_rcid_93754,scene_harness_not_covered
DAYMAR|Point|Paper|2087|93755,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP42,only remaining degraded reason is missing repository-owned harness/reference evidence,93755,2087,Point,Paper,s52_point_daymar_paper_rcid_93755,scene_harness_not_covered
DAYMAR|Point|Paper|2126|93756,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP51,only remaining degraded reason is missing repository-owned harness/reference evidence,93756,2126,Point,Paper,s52_point_daymar_paper_rcid_93756,scene_harness_not_covered
DAYMAR|Point|Paper|2125|93757,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPD1,only remaining degraded reason is missing repository-owned harness/reference evidence,93757,2125,Point,Paper,s52_point_daymar_paper_rcid_93757,scene_harness_not_covered
DAYMAR|Point|Paper|2049|93758,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP34,only remaining degraded reason is missing repository-owned harness/reference evidence,93758,2049,Point,Paper,s52_point_daymar_paper_rcid_93758,scene_harness_not_covered
DAYMAR|Point|Paper|2082|93759,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP58,only remaining degraded reason is missing repository-owned harness/reference evidence,93759,2082,Point,Paper,s52_point_daymar_paper_rcid_93759,scene_harness_not_covered
DAYMAR|Point|Paper|2116|93760,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPD2,only remaining degraded reason is missing repository-owned harness/reference evidence,93760,2116,Point,Paper,s52_point_daymar_paper_rcid_93760,scene_harness_not_covered
DAYMAR|Point|Paper|2075|93761,DAYMAR,partial,ordinary_s57,parser_or_compiler_spillover,108-s52-all-lookuprow-closure,TOPSHP81TESOBJNAM21215110_1_1CHBLK21,asset id or family looks like spillover/malformed parser output rather than a clean symbol gap,93761,2075,Point,Paper,s52_point_daymar_paper_rcid_93761,compiler_missing_point_asset:TOPSHP81TESOBJNAM21215110_1_1CHBLK21;scene_harness_not_covered
DAYMAR|Point|Paper|2124|93762,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP11,only remaining degraded reason is missing repository-owned harness/reference evidence,93762,2124,Point,Paper,s52_point_daymar_paper_rcid_93762,scene_harness_not_covered
DAYMAR|Point|Paper|2079|93763,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP13,only remaining degraded reason is missing repository-owned harness/reference evidence,93763,2079,Point,Paper,s52_point_daymar_paper_rcid_93763,scene_harness_not_covered
DAYMAR|Point|Paper|2107|93764,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA4,only remaining degraded reason is missing repository-owned harness/reference evidence,93764,2107,Point,Paper,s52_point_daymar_paper_rcid_93764,scene_harness_not_covered
DAYMAR|Point|Paper|2135|93766,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA6,only remaining degraded reason is missing repository-owned harness/reference evidence,93766,2135,Point,Paper,s52_point_daymar_paper_rcid_93766,scene_harness_not_covered
DAYMAR|Point|Paper|2080|93767,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP05,only remaining degraded reason is missing repository-owned harness/reference evidence,93767,2080,Point,Paper,s52_point_daymar_paper_rcid_93767,scene_harness_not_covered
DAYMAR|Point|Paper|2045|93768,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP17,only remaining degraded reason is missing repository-owned harness/reference evidence,93768,2045,Point,Paper,s52_point_daymar_paper_rcid_93768,scene_harness_not_covered
DAYMAR|Point|Paper|2063|93769,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA7,only remaining degraded reason is missing repository-owned harness/reference evidence,93769,2063,Point,Paper,s52_point_daymar_paper_rcid_93769,scene_harness_not_covered
DAYMAR|Point|Paper|2106|93770,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA8,only remaining degraded reason is missing repository-owned harness/reference evidence,93770,2106,Point,Paper,s52_point_daymar_paper_rcid_93770,scene_harness_not_covered
DAYMAR|Point|Paper|2097|93771,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP80,only remaining degraded reason is missing repository-owned harness/reference evidence,93771,2097,Point,Paper,s52_point_daymar_paper_rcid_93771,scene_harness_not_covered
DAYMAR|Point|Paper|2112|93772,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP19,only remaining degraded reason is missing repository-owned harness/reference evidence,93772,2112,Point,Paper,s52_point_daymar_paper_rcid_93772,scene_harness_not_covered
DAYMAR|Point|Paper|2114|93773,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP18,only remaining degraded reason is missing repository-owned harness/reference evidence,93773,2114,Point,Paper,s52_point_daymar_paper_rcid_93773,scene_harness_not_covered
DAYMAR|Point|Paper|2056|93775,DAYMAR,partial,ordinary_s57,parser_or_compiler_spillover,108-s52-all-lookuprow-closure,TOPSHP89TESOBJNAM21215110_1_1CHBLK21,asset id or family looks like spillover/malformed parser output rather than a clean symbol gap,93775,2056,Point,Paper,s52_point_daymar_paper_rcid_93775,compiler_missing_point_asset:TOPSHP89TESOBJNAM21215110_1_1CHBLK21;scene_harness_not_covered
DAYMAR|Point|Paper|2047|93776,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP08,only remaining degraded reason is missing repository-owned harness/reference evidence,93776,2047,Point,Paper,s52_point_daymar_paper_rcid_93776,scene_harness_not_covered
DAYMAR|Point|Paper|2166|93777,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93777,2166,Point,Paper,s52_point_daymar_paper_rcid_93777,scene_harness_not_covered
DAYMAR|Point|Paper|2167|93778,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93778,2167,Point,Paper,s52_point_daymar_paper_rcid_93778,scene_harness_not_covered
DAYMAR|Point|Paper|2168|93779,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93779,2168,Point,Paper,s52_point_daymar_paper_rcid_93779,scene_harness_not_covered
DAYMAR|Point|Paper|2142|93780,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93780,2142,Point,Paper,s52_point_daymar_paper_rcid_93780,scene_harness_not_covered
DAYMAR|Point|Paper|2143|93781,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93781,2143,Point,Paper,s52_point_daymar_paper_rcid_93781,scene_harness_not_covered
DAYMAR|Point|Paper|2144|93782,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93782,2144,Point,Paper,s52_point_daymar_paper_rcid_93782,scene_harness_not_covered
DAYMAR|Point|Paper|2145|93783,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93783,2145,Point,Paper,s52_point_daymar_paper_rcid_93783,scene_harness_not_covered
DAYMAR|Point|Paper|2146|93784,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93784,2146,Point,Paper,s52_point_daymar_paper_rcid_93784,scene_harness_not_covered
DAYMAR|Point|Paper|2151|93785,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ19,only remaining degraded reason is missing repository-owned harness/reference evidence,93785,2151,Point,Paper,s52_point_daymar_paper_rcid_93785,scene_harness_not_covered
DAYMAR|Point|Paper|2152|93786,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ20,only remaining degraded reason is missing repository-owned harness/reference evidence,93786,2152,Point,Paper,s52_point_daymar_paper_rcid_93786,scene_harness_not_covered
DAYMAR|Point|Paper|2153|93787,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ21,only remaining degraded reason is missing repository-owned harness/reference evidence,93787,2153,Point,Paper,s52_point_daymar_paper_rcid_93787,scene_harness_not_covered
DAYMAR|Point|Paper|2154|93788,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ22,only remaining degraded reason is missing repository-owned harness/reference evidence,93788,2154,Point,Paper,s52_point_daymar_paper_rcid_93788,scene_harness_not_covered
DAYMAR|Point|Paper|2155|93789,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ23,only remaining degraded reason is missing repository-owned harness/reference evidence,93789,2155,Point,Paper,s52_point_daymar_paper_rcid_93789,scene_harness_not_covered
DAYMAR|Point|Paper|2156|93790,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHQ24,only remaining degraded reason is missing repository-owned harness/reference evidence,93790,2156,Point,Paper,s52_point_daymar_paper_rcid_93790,scene_harness_not_covered
DAYMAR|Point|Paper|2128|93791,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP23,only remaining degraded reason is missing repository-owned harness/reference evidence,93791,2128,Point,Paper,s52_point_daymar_paper_rcid_93791,scene_harness_not_covered
DAYMAR|Point|Paper|2057|93792,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA5,only remaining degraded reason is missing repository-owned harness/reference evidence,93792,2057,Point,Paper,s52_point_daymar_paper_rcid_93792,scene_harness_not_covered
DAYMAR|Point|Paper|2141|93793,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPD3,only remaining degraded reason is missing repository-owned harness/reference evidence,93793,2141,Point,Paper,s52_point_daymar_paper_rcid_93793,scene_harness_not_covered
DAYMAR|Point|Paper|2095|93794,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP87,only remaining degraded reason is missing repository-owned harness/reference evidence,93794,2095,Point,Paper,s52_point_daymar_paper_rcid_93794,scene_harness_not_covered
DAYMAR|Point|Paper|2096|93795,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP88,only remaining degraded reason is missing repository-owned harness/reference evidence,93795,2096,Point,Paper,s52_point_daymar_paper_rcid_93795,scene_harness_not_covered
DAYMAR|Point|Paper|2050|93796,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP38,only remaining degraded reason is missing repository-owned harness/reference evidence,93796,2050,Point,Paper,s52_point_daymar_paper_rcid_93796,scene_harness_not_covered
DAYMAR|Point|Paper|2037|93797,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP74,only remaining degraded reason is missing repository-owned harness/reference evidence,93797,2037,Point,Paper,s52_point_daymar_paper_rcid_93797,scene_harness_not_covered
DAYMAR|Point|Paper|2127|93798,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP21,only remaining degraded reason is missing repository-owned harness/reference evidence,93798,2127,Point,Paper,s52_point_daymar_paper_rcid_93798,scene_harness_not_covered
DAYMAR|Point|Paper|2061|93799,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA0,only remaining degraded reason is missing repository-owned harness/reference evidence,93799,2061,Point,Paper,s52_point_daymar_paper_rcid_93799,scene_harness_not_covered
DAYMAR|Point|Paper|2090|93800,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA107,only remaining degraded reason is missing repository-owned harness/reference evidence,93800,2090,Point,Paper,s52_point_daymar_paper_rcid_93800,scene_harness_not_covered
DAYMAR|Point|Paper|2089|93801,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP40,only remaining degraded reason is missing repository-owned harness/reference evidence,93801,2089,Point,Paper,s52_point_daymar_paper_rcid_93801,scene_harness_not_covered
DAYMAR|Point|Paper|2104|93802,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP98,only remaining degraded reason is missing repository-owned harness/reference evidence,93802,2104,Point,Paper,s52_point_daymar_paper_rcid_93802,scene_harness_not_covered
DAYMAR|Point|Paper|2098|93808,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHPA9,only remaining degraded reason is missing repository-owned harness/reference evidence,93808,2098,Point,Paper,s52_point_daymar_paper_rcid_93808,scene_harness_not_covered
DAYMAR|Point|Paper|2053|93809,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP29,only remaining degraded reason is missing repository-owned harness/reference evidence,93809,2053,Point,Paper,s52_point_daymar_paper_rcid_93809,scene_harness_not_covered
DAYMAR|Point|Paper|2076|93810,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPSHP79,only remaining degraded reason is missing repository-owned harness/reference evidence,93810,2076,Point,Paper,s52_point_daymar_paper_rcid_93810,scene_harness_not_covered
DAYMAR|Point|Paper|2139|93811,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMA100,only remaining degraded reason is missing repository-owned harness/reference evidence,93811,2139,Point,Paper,s52_point_daymar_paper_rcid_93811,scene_harness_not_covered
DAYMAR|Point|Paper|2118|93812,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93812,2118,Point,Paper,s52_point_daymar_paper_rcid_93812,scene_harness_not_covered
DAYMAR|Point|Paper|2170|93830,DAYMAR,partial,ordinary_s57,harness_only_partial,109-s52-harness-and-standalone-proof,TOPMAR01,only remaining degraded reason is missing repository-owned harness/reference evidence,93830,2170,Point,Paper,s52_point_daymar_paper_rcid_93830,scene_harness_not_covered
